id,bubble_id,last_synced_at,created_at,updated_at,total_amount,created_date,record_month,linked_user,modified_date,linked_invoice,created_by,all_full_on_date,achieved_tier_bonus
169,1735617228489x367058554291621600,2025-09-12T07:48:58.037Z,2025-09-12T07:48:58.037Z,2025-09-12T07:48:58.037Z,159458.39,2024-12-31T03:53:48.494Z,2024-10-01 00:00:00+00,1714374534098x995573147101614700,2024-12-31T03:53:48.552Z,"[""1728096096192x551009348348543000"", ""1728809110273x325598530292940800"", ""1728890861134x830323914588028900"", ""1729172408563x634276692312457200"", ""1729480793014x331624111831777300"", ""1730034519158x526289941022113800""]",non_authenticated_user_eternalgy_live,,
171,1735617228979x703521600255121900,2025-09-12T07:48:58.051Z,2025-09-12T07:48:58.051Z,2025-09-12T07:48:58.051Z,410450,2024-12-31T03:53:48.984Z,2024-12-01 00:00:00+00,1714374534098x995573147101614700,2025-01-03T05:45:10.258Z,"[""1728809110273x325598530292940800"", ""1732595232898x688773792665698300"", ""1732779145269x354958866971361300"", ""1733554457189x979770261926051800"", ""1734249220841x522723022278492160"", ""1734419105775x319941806280671200"", ""1734961307663x918879063856906200"", ""1735114431168x593347035307966500"", ""1735353227044x452359839620530200"", ""1735365338982x986445326609023000"", ""1735646956654x953321226202513400"", ""1735656655754x710548116769341400""]",non_authenticated_user_eternalgy_live,,
172,1735617230339x802612960850371200,2025-09-12T07:48:58.056Z,2025-09-12T07:48:58.056Z,2025-09-12T07:48:58.056Z,,2024-12-31T03:53:50.344Z,2024-04-01 00:00:00+00,1714484043896x286317424811326050,2024-12-31T03:53:50.395Z,,non_authenticated_user_eternalgy_live,,
173,1735617230589x266412365984887400,2025-09-12T07:48:58.059Z,2025-09-12T07:48:58.059Z,2025-09-12T07:48:58.059Z,,2024-12-31T03:53:50.671Z,2024-05-01 00:00:00+00,1714484043896x286317424811326050,2024-12-31T03:53:50.741Z,,non_authenticated_user_eternalgy_live,,
174,1735617230910x742649526527311900,2025-09-12T07:48:58.065Z,2025-09-12T07:48:58.065Z,2025-09-12T07:48:58.065Z,24170,2024-12-31T03:53:50.918Z,2024-06-01 00:00:00+00,1714484043896x286317424811326050,2024-12-31T03:53:51.009Z,"[""1718591696449x603904275482411000""]",non_authenticated_user_eternalgy_live,,
175,1735617231186x682225517544057300,2025-09-12T07:48:58.074Z,2025-09-12T07:48:58.074Z,2025-09-12T07:48:58.074Z,36321,2024-12-31T03:53:51.191Z,2024-07-01 00:00:00+00,1714484043896x286317424811326050,2024-12-31T03:53:51.263Z,"[""1720528284315x803507874231222300""]",non_authenticated_user_eternalgy_live,,
176,1735617231451x203787542962906560,2025-09-12T07:48:58.079Z,2025-09-12T07:48:58.079Z,2025-09-12T07:48:58.079Z,77700,2024-12-31T03:53:51.456Z,2024-08-01 00:00:00+00,1714484043896x286317424811326050,2024-12-31T03:53:51.537Z,"[""1722903694073x132614855950860290"", ""1722904817387x928297932490276900""]",non_authenticated_user_eternalgy_live,,
177,1735617231736x450786593993594000,2025-09-12T07:48:58.085Z,2025-09-12T07:48:58.085Z,2025-09-12T07:48:58.085Z,31800,2024-12-31T03:53:51.746Z,2024-09-01 00:00:00+00,1714484043896x286317424811326050,2024-12-31T03:53:51.821Z,"[""1725879717960x174895014810222600""]",non_authenticated_user_eternalgy_live,,
178,1735617232020x160941239800466600,2025-09-12T07:48:58.092Z,2025-09-12T07:48:58.092Z,2025-09-12T07:48:58.092Z,181329.45,2024-12-31T03:53:52.026Z,2024-10-01 00:00:00+00,1714484043896x286317424811326050,2024-12-31T03:53:52.110Z,"[""1728867815390x213270515992756220"", ""1728873680482x896212433066786800"", ""1728883644548x424356839965851650"", ""1728912790224x899316016577773600"", ""1728962139150x213280529023238140"", ""1729654496970x330804485732696060""]",non_authenticated_user_eternalgy_live,,
179,1735617232282x564584415543486900,2025-09-12T07:48:58.096Z,2025-09-12T07:48:58.096Z,2025-09-12T07:48:58.096Z,,2024-12-31T03:53:52.287Z,2024-11-01 00:00:00+00,1714484043896x286317424811326050,2024-12-31T03:53:52.356Z,,non_authenticated_user_eternalgy_live,,
180,1735617232522x576314067920170400,2025-09-12T07:48:58.099Z,2025-09-12T07:48:58.099Z,2025-09-12T07:48:58.099Z,71800,2024-12-31T03:53:52.527Z,2024-12-01 00:00:00+00,1714484043896x286317424811326050,2024-12-31T03:53:52.579Z,"[""1726977027097x125036495533244420"", ""1733465946530x629944478376656900""]",non_authenticated_user_eternalgy_live,,
181,1735617236490x236040077554284130,2025-09-12T07:48:58.103Z,2025-09-12T07:48:58.103Z,2025-09-12T07:48:58.103Z,,2024-12-31T03:53:56.495Z,2024-04-01 00:00:00+00,1720599258686x746550333093413100,2024-12-31T03:53:56.560Z,,non_authenticated_user_eternalgy_live,,
182,1735617236726x475340713531422900,2025-09-12T07:48:58.108Z,2025-09-12T07:48:58.108Z,2025-09-12T07:48:58.108Z,,2024-12-31T03:53:56.731Z,2024-05-01 00:00:00+00,1720599258686x746550333093413100,2024-12-31T03:53:56.785Z,,non_authenticated_user_eternalgy_live,,
183,1735617236975x534636432706476100,2025-09-12T07:48:58.119Z,2025-09-12T07:48:58.119Z,2025-09-12T07:48:58.119Z,,2024-12-31T03:53:56.980Z,2024-06-01 00:00:00+00,1720599258686x746550333093413100,2024-12-31T03:53:57.053Z,,non_authenticated_user_eternalgy_live,,
184,1735617237245x832974883650903200,2025-09-12T07:48:58.127Z,2025-09-12T07:48:58.127Z,2025-09-12T07:48:58.127Z,,2024-12-31T03:53:57.250Z,2024-07-01 00:00:00+00,1720599258686x746550333093413100,2024-12-31T03:53:57.312Z,,non_authenticated_user_eternalgy_live,,
185,1735617237475x840846040593158100,2025-09-12T07:48:58.130Z,2025-09-12T07:48:58.130Z,2025-09-12T07:48:58.130Z,,2024-12-31T03:53:57.480Z,2024-08-01 00:00:00+00,1720599258686x746550333093413100,2024-12-31T03:53:57.531Z,,non_authenticated_user_eternalgy_live,,
186,1735617237746x843206216492645000,2025-09-12T07:48:58.133Z,2025-09-12T07:48:58.133Z,2025-09-12T07:48:58.133Z,,2024-12-31T03:53:57.752Z,2024-09-01 00:00:00+00,1720599258686x746550333093413100,2024-12-31T03:53:57.832Z,,non_authenticated_user_eternalgy_live,,
187,1735617238580x211995195644529400,2025-09-12T07:48:58.137Z,2025-09-12T07:48:58.137Z,2025-09-12T07:48:58.137Z,,2024-12-31T03:53:58.640Z,2024-10-01 00:00:00+00,1720599258686x746550333093413100,2024-12-31T03:53:59.223Z,,non_authenticated_user_eternalgy_live,,
188,1735617239544x426172485053521540,2025-09-12T07:48:58.141Z,2025-09-12T07:48:58.141Z,2025-09-12T07:48:58.141Z,,2024-12-31T03:53:59.551Z,2024-11-01 00:00:00+00,1720599258686x746550333093413100,2024-12-31T03:53:59.620Z,,non_authenticated_user_eternalgy_live,,
189,1735617239803x713224322599797600,2025-09-12T07:48:58.145Z,2025-09-12T07:48:58.145Z,2025-09-12T07:48:58.145Z,152545,2024-12-31T03:53:59.808Z,2024-12-01 00:00:00+00,1720599258686x746550333093413100,2024-12-31T03:53:59.873Z,"[""1732947840155x714621747561758700"", ""1733122655211x780909680546807800"", ""1733709305624x650595203224961000"", ""1735126617725x961232181911093200"", ""1735522505870x536502322866683900""]",non_authenticated_user_eternalgy_live,,
190,1735617241477x869384459703048100,2025-09-12T07:48:58.151Z,2025-09-12T07:48:58.151Z,2025-09-12T07:48:58.151Z,,2024-12-31T03:54:01.482Z,2024-04-01 00:00:00+00,1723178759986x867938703902559200,2024-12-31T03:54:01.548Z,,non_authenticated_user_eternalgy_live,,
191,1735617241727x518697300536039600,2025-09-12T07:48:58.155Z,2025-09-12T07:48:58.155Z,2025-09-12T07:48:58.155Z,,2024-12-31T03:54:01.732Z,2024-05-01 00:00:00+00,1723178759986x867938703902559200,2024-12-31T03:54:01.957Z,,non_authenticated_user_eternalgy_live,,
192,1735617242137x453354761354997760,2025-09-12T07:48:58.159Z,2025-09-12T07:48:58.159Z,2025-09-12T07:48:58.159Z,,2024-12-31T03:54:02.141Z,2024-06-01 00:00:00+00,1723178759986x867938703902559200,2024-12-31T03:54:02.203Z,,non_authenticated_user_eternalgy_live,,
193,1735617242353x262012558618122100,2025-09-12T07:48:58.162Z,2025-09-12T07:48:58.162Z,2025-09-12T07:48:58.162Z,,2024-12-31T03:54:02.358Z,2024-07-01 00:00:00+00,1723178759986x867938703902559200,2024-12-31T03:54:02.421Z,,non_authenticated_user_eternalgy_live,,
194,1735617242578x672532899665026800,2025-09-12T07:48:58.167Z,2025-09-12T07:48:58.167Z,2025-09-12T07:48:58.167Z,,2024-12-31T03:54:02.586Z,2024-08-01 00:00:00+00,1723178759986x867938703902559200,2024-12-31T03:54:02.636Z,,non_authenticated_user_eternalgy_live,,
195,1735617242815x357185505006461630,2025-09-12T07:48:58.172Z,2025-09-12T07:48:58.172Z,2025-09-12T07:48:58.172Z,200255.39,2024-12-31T03:54:02.822Z,2024-09-01 00:00:00+00,1723178759986x867938703902559200,2024-12-31T03:54:02.891Z,"[""1724929033638x407277713484415000"", ""1725338981245x133340085555560450"", ""1725422428607x220611574773055500"", ""1725455460712x791212905294200800"", ""1725509605964x776603461921275900"", ""1726111824605x379418055758315500""]",non_authenticated_user_eternalgy_live,,
196,1735617243226x322848473660728440,2025-09-12T07:48:58.178Z,2025-09-12T07:48:58.178Z,2025-09-12T07:48:58.178Z,49800,2024-12-31T03:54:03.237Z,2024-10-01 00:00:00+00,1723178759986x867938703902559200,2024-12-31T03:54:03.356Z,"[""1728970521045x821626505129099300""]",non_authenticated_user_eternalgy_live,,
197,1735617243549x171841050007021980,2025-09-12T07:48:58.181Z,2025-09-12T07:48:58.181Z,2025-09-12T07:48:58.181Z,,2024-12-31T03:54:03.553Z,2024-11-01 00:00:00+00,1723178759986x867938703902559200,2024-12-31T03:54:03.604Z,,non_authenticated_user_eternalgy_live,,
198,1735617243788x476724958762979140,2025-09-12T07:48:58.184Z,2025-09-12T07:48:58.184Z,2025-09-12T07:48:58.184Z,,2024-12-31T03:54:03.792Z,2024-12-01 00:00:00+00,1723178759986x867938703902559200,2024-12-31T03:54:03.853Z,,non_authenticated_user_eternalgy_live,,
199,1735617254019x792663130630271600,2025-09-12T07:48:58.193Z,2025-09-12T07:48:58.193Z,2025-09-12T07:48:58.193Z,,2024-12-31T03:54:14.028Z,2024-04-01 00:00:00+00,1728634946831x604695270853833100,2024-12-31T03:54:14.094Z,,non_authenticated_user_eternalgy_live,,
200,1735617254303x298636049422971200,2025-09-12T07:48:58.198Z,2025-09-12T07:48:58.198Z,2025-09-12T07:48:58.198Z,,2024-12-31T03:54:14.309Z,2024-05-01 00:00:00+00,1728634946831x604695270853833100,2024-12-31T03:54:14.371Z,,non_authenticated_user_eternalgy_live,,
201,1735617254565x920634537798532600,2025-09-12T07:48:58.488Z,2025-09-12T07:48:58.488Z,2025-09-12T07:48:58.488Z,,2024-12-31T03:54:14.573Z,2024-06-01 00:00:00+00,1728634946831x604695270853833100,2024-12-31T03:54:14.642Z,,non_authenticated_user_eternalgy_live,,
203,1735617255381x413612007357632830,2025-09-12T07:48:58.495Z,2025-09-12T07:48:58.495Z,2025-09-12T07:48:58.495Z,,2024-12-31T03:54:15.390Z,2024-08-01 00:00:00+00,1728634946831x604695270853833100,2024-12-31T03:54:15.443Z,,non_authenticated_user_eternalgy_live,,
204,1735617255620x463588853650916300,2025-09-12T07:48:58.499Z,2025-09-12T07:48:58.499Z,2025-09-12T07:48:58.499Z,,2024-12-31T03:54:15.628Z,2024-09-01 00:00:00+00,1728634946831x604695270853833100,2024-12-31T03:54:15.708Z,,non_authenticated_user_eternalgy_live,,
205,1735617255909x180450994700442900,2025-09-12T07:48:58.502Z,2025-09-12T07:48:58.502Z,2025-09-12T07:48:58.502Z,,2024-12-31T03:54:15.916Z,2024-10-01 00:00:00+00,1728634946831x604695270853833100,2024-12-31T03:54:15.986Z,,non_authenticated_user_eternalgy_live,,
206,1735617256244x720926317114366500,2025-09-12T07:48:58.505Z,2025-09-12T07:48:58.505Z,2025-09-12T07:48:58.505Z,31902.5,2024-12-31T03:54:16.253Z,2024-11-01 00:00:00+00,1728634946831x604695270853833100,2024-12-31T03:54:16.445Z,"[""1732947373242x504254080678625300""]",non_authenticated_user_eternalgy_live,,
207,1735617256655x344623018322940400,2025-09-12T07:48:58.510Z,2025-09-12T07:48:58.510Z,2025-09-12T07:48:58.510Z,,2024-12-31T03:54:16.662Z,2024-12-01 00:00:00+00,1728634946831x604695270853833100,2024-12-31T03:54:16.747Z,,non_authenticated_user_eternalgy_live,,
208,1735617258515x872735420704085000,2025-09-12T07:48:58.517Z,2025-09-12T07:48:58.517Z,2025-09-12T07:48:58.517Z,,2024-12-31T03:54:18.520Z,2024-04-01 00:00:00+00,1728653519501x551009431542417000,2024-12-31T03:54:18.583Z,,non_authenticated_user_eternalgy_live,,
209,1735617258768x894080970459254800,2025-09-12T07:48:58.521Z,2025-09-12T07:48:58.521Z,2025-09-12T07:48:58.521Z,,2024-12-31T03:54:18.773Z,2024-05-01 00:00:00+00,1728653519501x551009431542417000,2024-12-31T03:54:18.832Z,,non_authenticated_user_eternalgy_live,,
210,1735617259033x277377493464200160,2025-09-12T07:48:58.523Z,2025-09-12T07:48:58.523Z,2025-09-12T07:48:58.523Z,,2024-12-31T03:54:19.038Z,2024-06-01 00:00:00+00,1728653519501x551009431542417000,2024-12-31T03:54:19.132Z,,non_authenticated_user_eternalgy_live,,
211,1735617259470x606137160115100200,2025-09-12T07:48:58.526Z,2025-09-12T07:48:58.526Z,2025-09-12T07:48:58.526Z,,2024-12-31T03:54:19.494Z,2024-07-01 00:00:00+00,1728653519501x551009431542417000,2024-12-31T03:54:19.572Z,,non_authenticated_user_eternalgy_live,,
212,1735617259739x171986554196187800,2025-09-12T07:48:58.529Z,2025-09-12T07:48:58.529Z,2025-09-12T07:48:58.529Z,,2024-12-31T03:54:19.745Z,2024-08-01 00:00:00+00,1728653519501x551009431542417000,2024-12-31T03:54:19.801Z,,non_authenticated_user_eternalgy_live,,
213,1735617259962x203504273099763800,2025-09-12T07:48:58.532Z,2025-09-12T07:48:58.532Z,2025-09-12T07:48:58.532Z,,2024-12-31T03:54:19.969Z,2024-09-01 00:00:00+00,1728653519501x551009431542417000,2024-12-31T03:54:20.022Z,,non_authenticated_user_eternalgy_live,,
214,1735617260199x425027639721480240,2025-09-12T07:48:58.534Z,2025-09-12T07:48:58.534Z,2025-09-12T07:48:58.534Z,29420,2024-12-31T03:54:20.204Z,2024-10-01 00:00:00+00,1728653519501x551009431542417000,2024-12-31T03:54:20.267Z,"[""1728721784120x634472050582356000""]",non_authenticated_user_eternalgy_live,,
215,1735617260423x581631736014878000,2025-09-12T07:48:58.539Z,2025-09-12T07:48:58.539Z,2025-09-12T07:48:58.539Z,,2024-12-31T03:54:20.429Z,2024-11-01 00:00:00+00,1728653519501x551009431542417000,2024-12-31T03:54:20.473Z,,non_authenticated_user_eternalgy_live,,
216,1735617260640x912781171116987100,2025-09-12T07:48:58.542Z,2025-09-12T07:48:58.542Z,2025-09-12T07:48:58.542Z,,2024-12-31T03:54:20.646Z,2024-12-01 00:00:00+00,1728653519501x551009431542417000,2024-12-31T03:54:20.698Z,,non_authenticated_user_eternalgy_live,,
217,1735617263126x138899561887517950,2025-09-12T07:48:58.545Z,2025-09-12T07:48:58.545Z,2025-09-12T07:48:58.545Z,,2024-12-31T03:54:23.134Z,2024-04-01 00:00:00+00,1728995164275x281405319918414340,2024-12-31T03:54:23.241Z,,non_authenticated_user_eternalgy_live,,
218,1735617263425x177465171320190700,2025-09-12T07:48:58.549Z,2025-09-12T07:48:58.549Z,2025-09-12T07:48:58.549Z,,2024-12-31T03:54:23.431Z,2024-05-01 00:00:00+00,1728995164275x281405319918414340,2024-12-31T03:54:23.501Z,,non_authenticated_user_eternalgy_live,,
219,1735617263688x677467607812450700,2025-09-12T07:48:58.553Z,2025-09-12T07:48:58.553Z,2025-09-12T07:48:58.553Z,,2024-12-31T03:54:23.694Z,2024-06-01 00:00:00+00,1728995164275x281405319918414340,2024-12-31T03:54:23.810Z,,non_authenticated_user_eternalgy_live,,
220,1735617263983x202688526578080670,2025-09-12T07:48:58.555Z,2025-09-12T07:48:58.555Z,2025-09-12T07:48:58.555Z,,2024-12-31T03:54:23.989Z,2024-07-01 00:00:00+00,1728995164275x281405319918414340,2024-12-31T03:54:24.041Z,,non_authenticated_user_eternalgy_live,,
221,1735617264255x540794742027163100,2025-09-12T07:48:58.558Z,2025-09-12T07:48:58.558Z,2025-09-12T07:48:58.558Z,,2024-12-31T03:54:24.260Z,2024-08-01 00:00:00+00,1728995164275x281405319918414340,2024-12-31T03:54:24.328Z,,non_authenticated_user_eternalgy_live,,
222,1735617264502x126328716426271410,2025-09-12T07:48:58.561Z,2025-09-12T07:48:58.561Z,2025-09-12T07:48:58.561Z,,2024-12-31T03:54:24.508Z,2024-09-01 00:00:00+00,1728995164275x281405319918414340,2024-12-31T03:54:24.672Z,,non_authenticated_user_eternalgy_live,,
223,1735617264827x753812440655551700,2025-09-12T07:48:58.569Z,2025-09-12T07:48:58.569Z,2025-09-12T07:48:58.569Z,,2024-12-31T03:54:24.832Z,2024-10-01 00:00:00+00,1728995164275x281405319918414340,2024-12-31T03:54:24.888Z,,non_authenticated_user_eternalgy_live,,
224,1735617265072x684312650049039500,2025-09-12T07:48:58.577Z,2025-09-12T07:48:58.577Z,2025-09-12T07:48:58.577Z,21500,2024-12-31T03:54:25.078Z,2024-11-01 00:00:00+00,1728995164275x281405319918414340,2024-12-31T03:54:25.148Z,"[""1730211452023x723185205230174200""]",non_authenticated_user_eternalgy_live,,
225,1735617265478x785390936552553300,2025-09-12T07:48:58.582Z,2025-09-12T07:48:58.582Z,2025-09-12T07:48:58.582Z,57600,2024-12-31T03:54:25.483Z,2024-12-01 00:00:00+00,1728995164275x281405319918414340,2024-12-31T03:54:25.542Z,"[""1733921945923x673061538551824400"", ""1735386861342x294878681451200500""]",non_authenticated_user_eternalgy_live,,
226,1735617268692x753044367177980700,2025-09-12T07:48:58.588Z,2025-09-12T07:48:58.588Z,2025-09-12T07:48:58.588Z,,2024-12-31T03:54:28.696Z,2024-04-01 00:00:00+00,1729079279308x657397886023318700,2024-12-31T03:54:28.772Z,,non_authenticated_user_eternalgy_live,,
227,1735617268964x641165062979070000,2025-09-12T07:48:58.591Z,2025-09-12T07:48:58.591Z,2025-09-12T07:48:58.591Z,,2024-12-31T03:54:28.969Z,2024-05-01 00:00:00+00,1729079279308x657397886023318700,2024-12-31T03:54:29.027Z,,non_authenticated_user_eternalgy_live,,
228,1735617269183x431548114987691200,2025-09-12T07:48:58.593Z,2025-09-12T07:48:58.593Z,2025-09-12T07:48:58.593Z,,2024-12-31T03:54:29.189Z,2024-06-01 00:00:00+00,1729079279308x657397886023318700,2024-12-31T03:54:29.248Z,,non_authenticated_user_eternalgy_live,,
229,1735617269444x603176194263246300,2025-09-12T07:48:58.596Z,2025-09-12T07:48:58.596Z,2025-09-12T07:48:58.596Z,,2024-12-31T03:54:29.450Z,2024-07-01 00:00:00+00,1729079279308x657397886023318700,2024-12-31T03:54:29.521Z,,non_authenticated_user_eternalgy_live,,
230,1735617269738x401794577806707600,2025-09-12T07:48:58.598Z,2025-09-12T07:48:58.598Z,2025-09-12T07:48:58.598Z,,2024-12-31T03:54:29.743Z,2024-08-01 00:00:00+00,1729079279308x657397886023318700,2024-12-31T03:54:29.826Z,,non_authenticated_user_eternalgy_live,,
231,1735617270005x215710560502655480,2025-09-12T07:48:58.603Z,2025-09-12T07:48:58.603Z,2025-09-12T07:48:58.603Z,,2024-12-31T03:54:30.014Z,2024-09-01 00:00:00+00,1729079279308x657397886023318700,2024-12-31T03:54:30.063Z,,non_authenticated_user_eternalgy_live,,
232,1735617270257x612431981883527760,2025-09-12T07:48:58.606Z,2025-09-12T07:48:58.606Z,2025-09-12T07:48:58.606Z,27990,2024-12-31T03:54:30.262Z,2024-10-01 00:00:00+00,1729079279308x657397886023318700,2024-12-31T03:54:30.338Z,"[""1729697301907x548558779708342300""]",non_authenticated_user_eternalgy_live,,
233,1735617270500x796365604836999400,2025-09-12T07:48:58.610Z,2025-09-12T07:48:58.610Z,2025-09-12T07:48:58.610Z,,2024-12-31T03:54:30.506Z,2024-11-01 00:00:00+00,1729079279308x657397886023318700,2024-12-31T03:54:30.571Z,,non_authenticated_user_eternalgy_live,,
234,1735617270781x677991625312673400,2025-09-12T07:48:58.613Z,2025-09-12T07:48:58.613Z,2025-09-12T07:48:58.613Z,,2024-12-31T03:54:30.786Z,2024-12-01 00:00:00+00,1729079279308x657397886023318700,2024-12-31T03:54:30.870Z,,non_authenticated_user_eternalgy_live,,
235,1735617272509x814360544887895700,2025-09-12T07:48:58.617Z,2025-09-12T07:48:58.617Z,2025-09-12T07:48:58.617Z,,2024-12-31T03:54:32.514Z,2024-04-01 00:00:00+00,1731121378114x575941954272614100,2024-12-31T03:54:32.599Z,,non_authenticated_user_eternalgy_live,,
236,1735617272771x953453492283179300,2025-09-12T07:48:58.620Z,2025-09-12T07:48:58.620Z,2025-09-12T07:48:58.620Z,,2024-12-31T03:54:32.776Z,2024-05-01 00:00:00+00,1731121378114x575941954272614100,2024-12-31T03:54:32.846Z,,non_authenticated_user_eternalgy_live,,
237,1735617273028x679953860622267900,2025-09-12T07:48:58.623Z,2025-09-12T07:48:58.623Z,2025-09-12T07:48:58.623Z,,2024-12-31T03:54:33.033Z,2024-06-01 00:00:00+00,1731121378114x575941954272614100,2024-12-31T03:54:33.095Z,,non_authenticated_user_eternalgy_live,,
238,1735617273259x550013393872042000,2025-09-12T07:48:58.626Z,2025-09-12T07:48:58.626Z,2025-09-12T07:48:58.626Z,,2024-12-31T03:54:33.264Z,2024-07-01 00:00:00+00,1731121378114x575941954272614100,2024-12-31T03:54:33.311Z,,non_authenticated_user_eternalgy_live,,
239,1735617273501x697364004970652000,2025-09-12T07:48:58.629Z,2025-09-12T07:48:58.629Z,2025-09-12T07:48:58.629Z,,2024-12-31T03:54:33.508Z,2024-08-01 00:00:00+00,1731121378114x575941954272614100,2024-12-31T03:54:33.578Z,,non_authenticated_user_eternalgy_live,,
240,1735617273876x932156367803740800,2025-09-12T07:48:58.632Z,2025-09-12T07:48:58.632Z,2025-09-12T07:48:58.632Z,,2024-12-31T03:54:33.881Z,2024-09-01 00:00:00+00,1731121378114x575941954272614100,2024-12-31T03:54:33.950Z,,non_authenticated_user_eternalgy_live,,
241,1735617274144x366698510192149600,2025-09-12T07:48:58.635Z,2025-09-12T07:48:58.635Z,2025-09-12T07:48:58.635Z,,2024-12-31T03:54:34.150Z,2024-10-01 00:00:00+00,1731121378114x575941954272614100,2024-12-31T03:54:34.226Z,,non_authenticated_user_eternalgy_live,,
242,1735617274399x402846899171800400,2025-09-12T07:48:58.637Z,2025-09-12T07:48:58.637Z,2025-09-12T07:48:58.637Z,26000,2024-12-31T03:54:34.410Z,2024-11-01 00:00:00+00,1731121378114x575941954272614100,2024-12-31T03:54:34.483Z,"[""1732863502481x397921249391542300""]",non_authenticated_user_eternalgy_live,,
243,1735617274656x115892049514041630,2025-09-12T07:48:58.651Z,2025-09-12T07:48:58.651Z,2025-09-12T07:48:58.651Z,199074,2024-12-31T03:54:34.661Z,2024-12-01 00:00:00+00,1731121378114x575941954272614100,2025-03-04T01:05:18.674Z,"[""1734425580453x694672175474671600"", ""1734668075288x430128345200459800"", ""1734677982657x919560138367959000"", ""1735443309188x499994337253785600"", ""1735533146833x321092673528397800"", ""1735787915056x911386595952164900""]",non_authenticated_user_eternalgy_live,2025-02-27T16:00:00.000Z,1
244,1735617276284x639326414550501400,2025-09-12T07:48:58.654Z,2025-09-12T07:48:58.654Z,2025-09-12T07:48:58.654Z,,2024-12-31T03:54:36.288Z,2024-04-01 00:00:00+00,1734319684587x966850740226094800,2024-12-31T03:54:36.355Z,,non_authenticated_user_eternalgy_live,,
245,1735617276536x308599109543013600,2025-09-12T07:48:58.656Z,2025-09-12T07:48:58.656Z,2025-09-12T07:48:58.656Z,,2024-12-31T03:54:36.544Z,2024-05-01 00:00:00+00,1734319684587x966850740226094800,2024-12-31T03:54:36.613Z,,non_authenticated_user_eternalgy_live,,
246,1735617276780x571391553122533500,2025-09-12T07:48:58.661Z,2025-09-12T07:48:58.661Z,2025-09-12T07:48:58.661Z,,2024-12-31T03:54:36.784Z,2024-06-01 00:00:00+00,1734319684587x966850740226094800,2024-12-31T03:54:36.850Z,,non_authenticated_user_eternalgy_live,,
247,1735617277027x142515199853102690,2025-09-12T07:48:58.665Z,2025-09-12T07:48:58.665Z,2025-09-12T07:48:58.665Z,,2024-12-31T03:54:37.033Z,2024-07-01 00:00:00+00,1734319684587x966850740226094800,2024-12-31T03:54:37.101Z,,non_authenticated_user_eternalgy_live,,
248,1735617277276x237160086184924350,2025-09-12T07:48:58.668Z,2025-09-12T07:48:58.668Z,2025-09-12T07:48:58.668Z,,2024-12-31T03:54:37.281Z,2024-08-01 00:00:00+00,1734319684587x966850740226094800,2024-12-31T03:54:37.342Z,,non_authenticated_user_eternalgy_live,,
249,1735617277503x948555780059384400,2025-09-12T07:48:58.670Z,2025-09-12T07:48:58.670Z,2025-09-12T07:48:58.670Z,,2024-12-31T03:54:37.508Z,2024-09-01 00:00:00+00,1734319684587x966850740226094800,2024-12-31T03:54:37.554Z,,non_authenticated_user_eternalgy_live,,
250,1735617277735x688483250170657300,2025-09-12T07:48:58.673Z,2025-09-12T07:48:58.673Z,2025-09-12T07:48:58.673Z,,2024-12-31T03:54:37.740Z,2024-10-01 00:00:00+00,1734319684587x966850740226094800,2024-12-31T03:54:37.800Z,,non_authenticated_user_eternalgy_live,,
251,1735617277960x718755205966107500,2025-09-12T07:48:58.988Z,2025-09-12T07:48:58.988Z,2025-09-12T07:48:58.988Z,,2024-12-31T03:54:37.965Z,2024-11-01 00:00:00+00,1734319684587x966850740226094800,2024-12-31T03:54:38.016Z,,non_authenticated_user_eternalgy_live,,
252,1735617278196x518869917791015900,2025-09-12T07:48:58.991Z,2025-09-12T07:48:58.991Z,2025-09-12T07:48:58.991Z,,2024-12-31T03:54:38.204Z,2024-12-01 00:00:00+00,1734319684587x966850740226094800,2025-01-11T07:24:43.169Z,,non_authenticated_user_eternalgy_live,,
253,1736147543819x390362765962089000,2025-09-12T07:48:58.995Z,2025-09-12T07:48:58.995Z,2025-09-12T07:48:58.995Z,,2025-01-06T07:12:23.824Z,2024-12-01 00:00:00+00,1734319684587x966850740226094800,2025-01-06T07:12:23.886Z,,non_authenticated_user_eternalgy_live,,
254,1736147544149x833835027599422200,2025-09-12T07:48:58.998Z,2025-09-12T07:48:58.998Z,2025-09-12T07:48:58.998Z,,2025-01-06T07:12:24.154Z,2024-12-01 00:00:00+00,1734319684587x966850740226094800,2025-01-06T07:12:24.219Z,,non_authenticated_user_eternalgy_live,,
255,1736147544460x176100713704341120,2025-09-12T07:48:59.000Z,2025-09-12T07:48:59.000Z,2025-09-12T07:48:59.000Z,,2025-01-06T07:12:24.466Z,2024-12-01 00:00:00+00,1734319684587x966850740226094800,2025-01-06T07:12:24.551Z,,non_authenticated_user_eternalgy_live,,
256,1736147544778x280208432581643620,2025-09-12T07:48:59.006Z,2025-09-12T07:48:59.006Z,2025-09-12T07:48:59.006Z,,2025-01-06T07:12:24.784Z,2024-12-01 00:00:00+00,1734319684587x966850740226094800,2025-01-06T07:12:24.849Z,,non_authenticated_user_eternalgy_live,,
